Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount
Meat,300.0,Corporate,400.0,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,20.0
Fruits,439.0,Birthday,459.0,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,36.0
Baked Goods,275.0,Wedding,388.0,Room Temperature,Regular,Winter,Finger Food,Rural,Low,16.0
Vegetables,320.0,Social Gathering,400.0,Refrigerated,Regular,Winter,Buffet,Rural,High,30.0
Fruits,250.0,Corporate,480.0,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,20.0
Fruits,300.0,Wedding,400.0,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15.0
Vegetables,220.0,Corporate,300.0,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15.0
Meat,350.0,Wedding,450.0,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35.0
Baked Goods,,Corporate,480.0,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20.0
Vegetables,280.0,Wedding,350.0,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,20.0
Dairy Products,320.0,Birthday,480.0,Room Temperature,Regular,Winter,Buffet,Suburban,High,40.0
Vegetables,230.0,Wedding,500.0,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,30.0
Vegetables,250.0,Birthday,350.0,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,40.0
Vegetables,300.0,Social Gathering,400.0,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,30.0
Vegetables,261.0,Wedding,350.0,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,
Fruits,300.0,Corporate,450.0,Room Temperature,Occasional,Winter,Finger Food,Suburban,High,35.0
Dairy Products,280.0,Birthday,350.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25.0
Dairy Products,320.0,Wedding,400.0,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25.0
Baked Goods,261.0,Birthday,350.0, Room Temperature ,Regular,Summer,Sit-down Dinner,Suburban,Moderate,24.0
Dairy Products,380.0,Corporate,480.0,ROOM TEMPERATURE,Regular,All Seasons,Buffet,Suburban,Moderate,30.0
Baked Goods,220.0,SOCIAL GATHERING,300.0,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15.0
Fruits,250.0,Social Gathering,350.0,Room Temperature,Regular,Summer,Finger Food,Rural,High,30.0
Vegetables,429.0,Wedding,496.0,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,
Dairy Products,320.0,BIRTHDAY,400.0, Room Temperature ,Regular,All Seasons,Buffet,Rural,High,30.0
Baked Goods,300.0,Corporate,400.0,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15.0
Dairy Products,320.0,Corporate,400.0,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,25.0
Dairy Products,400.0,Corporate,500.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45.0
Dairy Products,350.0,Wedding,,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25.0
Dairy Products,400.0,Social Gathering,500.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50.0
Meat,491.0,Wedding,497.0,Refrigerated,Regular,Summer,Finger Food,Rural,High,32.0
Meat,250.0,Corporate,350.0,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,10.0
Baked Goods,280.0,Wedding,350.0,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15.0
Meat,438.0,Birthday,493.0,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,35.0
Baked Goods,472.0,Social Gathering,489.0,Room Temperature,Regular,Winter,Buffet,Suburban,Low,
Baked Goods,491.0,Birthday,497.0,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,32.0
Baked Goods,400.0,Corporate,500.0,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40.0
Baked Goods,300.0,Birthday,400.0,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20.0
Vegetables,,Wedding,400.0,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35.0
Vegetables,250.0,CORPORATE,350.0,REFRIGERATED,Occasional,Winter,Finger Food,Suburban,Moderate,20.0
Dairy Products,400.0,Wedding,500.0,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,40.0
Dairy Products,280.0,Birthday,350.0,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15.0
Baked Goods,280.0,Social Gathering,350.0,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20.0
dairy products,400.0,Corporate,500.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,40.0
Dairy Products,350.0,Wedding,450.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45.0
Dairy Products,400.0,Birthday,500.0, Room Temperature ,Regular,All Seasons,Sit-down Dinner,Suburban,Low,
Dairy Products,280.0,Birthday,350.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20.0
Dairy Products,400.0,Corporate,500.0,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50.0
Baked Goods,350.0,Corporate,,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25.0
Dairy Products,400.0,Wedding,500.0,Room Temperature,Occasional,All Seasons,Finger Food,Rural,High,40.0
Fruits,250.0,Social Gathering,350.0,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20.0
Baked Goods,292.0,Corporate,470.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50.0
Baked Goods,400.0,Wedding,1130.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40.0
Baked Goods,320.0,Social Gathering,,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25.0
Dairy Products,220.0,Corporate,300.0,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15.0
Baked Goods,450.0,Social Gathering,500.0,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30.0
Fruits,280.0,Social Gathering,350.0,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,20.0
 Meat ,380.0,Corporate,,Refrigerated,Regular,Winter,Buffet,Suburban,Moderate,30.0
Meat,320.0,Wedding,400.0,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,25.0
MEAT,207.0,Corporate,280.0,Refrigerated,Regular,Winter,Finger Food,Suburban,High,20.0
Meat,491.0,Birthday,497.0,Room Temperature,Regular,Winter,Finger Food,Urban,High,38.0
Meat,267.0,Corporate,393.0,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Low,24.0
Dairy Products,,Corporate,1130.0,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20.0
Baked Goods,280.0,Corporate,350.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20.0
Dairy Products,280.0,Corporate,350.0,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20.0
Baked Goods,400.0,Social Gathering,500.0,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50.0
Dairy Products,320.0,Birthday,400.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20.0
Dairy Products,280.0,Social Gathering,350.0,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20.0
Baked Goods,491.0,Social Gathering,497.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,32.0
Dairy Products,438.0,Corporate,493.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,35.0
Dairy Products,350.0,Corporate,450.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25.0
Baked Goods,442.0,Social Gathering,482.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,32.0
Meat,270.0,Corporate,470.0,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,40.0
Meat,284.0,Social Gathering,443.0,Refrigerated,Occasional,Winter,Buffet,Rural,Low,32.0
Meat,250.0,Wedding,400.0,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,Low,25.0
meat,320.0,Corporate,1130.0,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25.0
Meat,220.0,Wedding,300.0,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,15.0
Meat,367.0,Social Gathering,420.0,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,40.0
Meat,434.0,Birthday,495.0,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,36.0
Meat,280.0,Corporate,,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20.0
 Meat ,,Birthday,450.0,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Low,20.0
Fruits,380.0,birthday,480.0,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30.0
Dairy Products,320.0,Birthday,400.0,Room Temperature,Regular,Summer,Buffet,Rural,High,40.0
Fruits,250.0,Social Gathering,480.0,Refrigerated,Regular,Winter,Finger Food,Urban,Low,20.0
Fruits,302.0,Corporate,371.0,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27.0
Fruits,300.0,Wedding,400.0,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40.0
Vegetables,267.0,Corporate,393.0,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,24.0
Fruits,320.0,Corporate,400.0,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25.0
Baked Goods,488.0,Corporate,498.0,Room Temperature,Regular,Winter,Finger Food,Urban,High,63.0
Meat,350.0,Corporate,450.0,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45.0
Fruits,,Social Gathering,400.0,refrigerated,Regular,All Seasons,Buffet,Suburban,High,
Vegetables,300.0,Birthday,400.0,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15.0
Dairy Products,472.0,Birthday,489.0,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,36.0
Fruits,380.0,Corporate,480.0,Refrigerated,Occasional,All Seasons,Buffet,Suburban,Moderate,30.0
Vegetables,429.0,Wedding,496.0,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Low,42.0
Baked Goods,220.0,Birthday,300.0,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Low,15.0
Meat,220.0,Social Gathering,300.0,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15.0
Fruits,350.0,Corporate,450.0,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,30.0
Dairy Products,250.0,Corporate,350.0,Room Temperature,Regular,Winter,Finger Food,Urban,High,30.0
Fruits,230.0,Wedding,,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,30.0
Dairy Products,320.0,Social Gathering,400.0,Room Temperature,Regular,Summer,Buffet,Rural,High,30.0
Meat,320.0,Corporate,400.0,Refrigerated,Regular,Winter,Buffet,Urban,High,45.0
Meat,310.0,Wedding,450.0,Refrigerated,Occasional,Summer,Buffet,Urban,Low,25.0
Fruits,491.0,Birthday,497.0,REFRIGERATED,Regular,Winter,Finger Food,Rural,High,32.0
Meat,491.0,Birthday,497.0,Refrigerated,Regular,Summer,Finger Food,Suburban,High,
Meat,280.0,Birthday,350.0,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20.0
Meat,292.0,Corporate,470.0,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,High,50.0
Vegetables,300.0,Wedding,400.0,Refrigerated,Occasional,Summer,Buffet,Suburban,High,30.0
Baked Goods,320.0,Birthday,,Room Temperature,Regular,Winter,Buffet,Rural,High,30.0
Fruits,310.0,Corporate,,Room Temperature,Regular,Summer,Finger Food,Urban,High,35.0
Vegetables,280.0,Social Gathering,350.0,Refrigerated,Regular,Summer,Buffet,Urban,Low,20.0
Meat,320.0,Social Gathering,400.0,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30.0
Meat,300.0,Corporate,400.0,Refrigerated,Occasional,Summer,Finger Food,Rural,Moderate,25.0
 Vegetables ,380.0,Wedding,500.0,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35.0
Fruits,380.0,Birthday,480.0,Refrigerated,Regular,All Seasons,Buffet,Suburban,Moderate,30.0
Fruits,400.0,Wedding,500.0,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,45.0
Fruits,350.0,Wedding,450.0,refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35.0
Meat,320.0,Birthday,400.0,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,20.0
MEAT,350.0,Wedding,450.0,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35.0
Fruits,429.0,Wedding,496.0,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,42.0
Vegetables,350.0,Corporate,450.0,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35.0
Fruits,491.0,Birthday,497.0,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,32.0
Meat,350.0,Birthday,450.0,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25.0
Meat,491.0,SOCIAL GATHERING,497.0,Room Temperature,Regular,Winter,Finger Food,Urban,High,32.0
Baked Goods,310.0,Corporate,350.0,Room Temperature,Regular,Summer,Finger Food,Urban,High,35.0
Baked Goods,284.0,Social Gathering,443.0,Room Temperature,Regular,Winter,Buffet,Rural,Low,32.0
Fruits,220.0,Wedding,300.0,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15.0
Fruits,250.0,Wedding,350.0,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20.0
Baked Goods,400.0,Wedding,500.0,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,45.0
Meat,,Corporate,450.0,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,20.0
Baked Goods,,Social Gathering,482.0,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,31.0
Dairy Products,,Social Gathering,350.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20.0
Dairy Products,,Birthday,1130.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23.0
Fruits,,Corporate,500.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20.0
Meat,,Birthday,300.0,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,15.0
Dairy Products,,Wedding,350.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20.0
Vegetables,,Wedding,,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50.0
Dairy Products,,Birthday,400.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15.0
Baked Goods,,Birthday,350.0,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20.0
Fruits,,Social Gathering,400.0,Room Temperature,Occasional,All Seasons,Finger Food,Suburban,Moderate,25.0
Meat,,Wedding,482.0,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,31.0
Dairy Products,,Social Gathering,374.0,Room Temperature,Regular,Winter,Finger Food,Rural,Low,27.0
Fruits,,Wedding,500.0,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50.0
Dairy Products,,Social Gathering,,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,22.0
Dairy Products,,Social Gathering,350.0,room temperature,Regular,All Seasons,Finger Food,Rural,Low,15.0
Meat,,Corporate,300.0,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15.0
Dairy Products,,Corporate,350.0,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,10.0
Dairy Products,,Corporate,350.0,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20.0
Dairy Products,,Wedding,350.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20.0
Vegetables,,Wedding,400.0,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,35.0
Meat,,Corporate,388.0,Refrigerated,Regular,All Seasons,Finger Food,Rural,Low,16.0
Dairy Products,,Social Gathering,450.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,20.0
Baked Goods,,Social Gathering,500.0,Room Temperature,Regular,Winter,Finger Food,Rural,High,40.0
Fruits,,Social Gathering,480.0,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20.0
Baked Goods,,Birthday,450.0,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,Moderate,25.0
Fruits,,Corporate,480.0,ROOM TEMPERATURE,Regular,All Seasons,Buffet,Suburban,High,40.0
Fruits,,Social Gathering,350.0,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15.0
Baked Goods,,Birthday,400.0,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40.0
Dairy Products,,Birthday,497.0,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,32.0
Baked Goods,,Social Gathering,500.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,40.0
Dairy Products,,Corporate,400.0,Room Temperature,Regular,Summer,Buffet,Suburban,High,30.0
Dairy Products,,Wedding,500.0,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50.0
Vegetables,,Corporate,300.0,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15.0
Baked Goods,,Corporate,450.0,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20.0
Meat,,Corporate,300.0,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15.0
Meat,,Wedding,450.0,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35.0
Baked Goods,,Birthday,500.0,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30.0
Baked Goods,,Wedding,495.0,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,Low,36.0
Fruits,,Wedding,350.0,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20.0
Baked Goods,,Social Gathering,500.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,40.0
Meat,,Wedding,393.0,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,24.0
Dairy Products,,Social Gathering,400.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25.0
 Meat ,,Wedding,300.0,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,15.0
Baked Goods,,Corporate,300.0,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,15.0
Meat,,Corporate,400.0,Refrigerated,Regular,Winter,Buffet,Suburban,High,40.0
Baked Goods,,Wedding,500.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,30.0
Baked Goods,,Corporate,480.0,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20.0
Fruits,,Social Gathering,450.0,room temperature,Regular,All Seasons,Finger Food,Suburban,Low,10.0
MEAT,,Birthday,350.0,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20.0
Meat,,Birthday,400.0,Refrigerated,Regular,Winter,Buffet,Rural,High,30.0
Vegetables,,Wedding,400.0,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35.0
Fruits,,Birthday,300.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15.0
Meat,,Wedding,350.0,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,20.0
Fruits,,Social Gathering,400.0,Refrigerated,Regular,All Seasons,Buffet,Suburban,High,
Baked Goods,,Corporate,480.0, Room Temperature ,Regular,All Seasons,Buffet,Suburban,Moderate,
Meat,,Birthday,450.0,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Low,20.0
Meat,,Corporate,,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,45.0
Baked Goods,,Birthday,388.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16.0
Baked Goods,,Social Gathering,300.0, Room Temperature ,Regular,Summer,Finger Food,Rural,Low,15.0
Vegetables,,Corporate,371.0,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27.0
Fruits,765.0,Corporate,470.0,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50.0
Vegetables,,Birthday,350.0,Room Temperature,Regular,Summer,Finger Food,Rural,Low,15.0
Meat,,Social Gathering,350.0,Room Temperature,Regular,Summer,Buffet,Rural,Moderate,20.0
Baked Goods,,Birthday,1130.0,Room Temperature,Regular,Winter,Finger Food,Suburban,High,35.0
Fruits,,Wedding,350.0,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20.0
Baked Goods,,Corporate,493.0,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,35.0
Baked Goods,,Corporate,,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,
Fruits,,Social Gathering,300.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15.0
Meat,,Social Gathering,350.0,Room Temperature,Regular,Winter,Finger Food,Rural,High,35.0
Dairy Products,,Social Gathering,400.0,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25.0
Meat,,Social Gathering,400.0,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15.0
Dairy Products,,Corporate,400.0,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,20.0
Baked Goods,,Birthday,450.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35.0
Fruits,,Wedding,500.0,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,
Vegetables,,Birthday,450.0,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35.0
MEAT,,Wedding,450.0,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20.0
Baked Goods,,Social Gathering,350.0,Room Temperature,Regular,Summer,Finger Food,Urban,High,35.0
Meat,,Corporate,500.0,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,30.0
Vegetables,,Corporate,350.0,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,20.0
Dairy Products,,Social Gathering,459.0,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,39.0
Dairy Products,,Birthday,350.0,Room Temperature,Regular,All Seasons,Buffet,Rural,Moderate,20.0
Baked Goods,765.0,Corporate,500.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,30.0
Fruits,,Wedding,282.0,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22.0
Baked Goods,,Corporate,348.0,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,
Meat,,Birthday,300.0,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15.0
Vegetables,,Birthday,400.0,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,15.0
Meat,,Social Gathering,400.0,Room Temperature,Regular,Winter,Buffet,Rural,High,
